index,author,location,date,headline,review_body,review_rating,num_like,language,itemName
1471,Antti Nevalainen,unknown,2016-12-22T16:13:20.000Z,A confirmed booking is not confirmed booking. booking.com does not handle credit cards properly,"They let you book a room for example with Amex and do not tell you that the Amex card is not accepted by the hotel. You will get booking confirmation immediately, but after 2-3 days the problems begin.  They will ask you to re-enter the card details and even at this stage don't tell you that you should change to another card. I entered the card details again, without knowing that the problem is ""Amex not accepted"". After few days the same story repeated.The worst thing is that you should change the card within 24 hours or your already confirmed reservation is cancelled. If you are travelling a lot you sometimes don't read your e-mails for longer period than 24 hours. This is what happened to me. How can you ever trust booking.com booking confirmations?",2,0,en,Bookingstar2345
1472,Laura Howard,unknown,2016-12-21T22:03:30.000Z,Excellent!,I booked an apartment through Booking.com in November 2016 and I was happy with the apartment. All charges made very clear before booking. The apartment was how it was described in the ad. Will book again with them.,5,0,en,Bookingstar2345
1473,Nikolaos Antoniou,unknown,2016-12-21T18:00:34.000Z,Good but need improve.,is always one of my first choice when it comes for hotel booking. however i  didn't see any improvement on user experience all this years... and i am starting to use other more user friendly platforms.,3,0,en,Bookingstar2345
1474,Dennis Crawford,unknown,2016-12-10T18:59:07.000Z,"Booking.com - Microtel Inn and Suites Carrollton, OH","Friendly staff, spacious rooms, quiet hotel, and all the amenities.",5,0,en,Bookingstar2345
1475,rosalind,unknown,2016-12-09T18:44:12.000Z,Always the worst room in hotel,"I have been using Booking.com for at least 3 years now to book holidays and mini break at least 3 times a year. It suddenly dawned on me in September that once again we had to complain about the room we were allocated. On request we were always moved to a better room at no extra charge. In Lincoln the hotel check out staff were so embarrassed about the scruffiness of the room we were allocated that they deducted charge for the dog. I could list loads of examples now that we finally understood what was happening. In Riva del Garda this summer the manager suggested that we book directly with the hotel I order to get a decent room. He said Booking.com charges the, a large fee and that we could negotiate the Booking.com quoted price with the hotel to get a good deal. It was good advice and we shall be trying it on our next holiday. Don't use Bookimg.com. As a side issue, it isn't always possible to tell what the no fee cancellation date is untill about to confirm your booking.",2,0,en,Bookingstar2345
1476,Britta S,unknown,2016-12-08T09:36:44.000Z,Excellent customer service,"I had a challenge with a booking via booking.com (money withdrawn didn't match the amount in confirmation), and couldn't get a hold of the hotel right away, so I called booking.com's customer service. Not only didn't I have to wait, but was helped immediately and very friendly, with a follow up from the hotel in question. It felt very good to actually deal with a customer service department that deserves its name.",5,0,en,Bookingstar2345
1477,Shireen Sweiss,unknown,2016-12-06T13:07:58.000Z,Best company ever,I love dealing with this website it makes the tedious task of finding a hotel when travelling so much easier and dare I say fun. Their customer service never ceases to amaze me even if I'm at fault (which happens to most of us sometimes) they manage to solve the problem for my favour. Wish they'd make so I can book full travelling packages through them (including flight) .,5,0,en,Bookingstar2345
1478,Pieter de Vries,unknown,2016-11-30T07:29:23.000Z,Fast and complete,"Very fast booking and with the premium account some discount as well. Great, thanks!",5,0,en,Bookingstar2345
1479,Bark Truth,unknown,2016-11-25T19:42:33.000Z,Very happy,"Great rates, AWESOME cancellation policies.Difficult busy-looking platform. Lots of words and small images, BUT it's totally worth it because all of their policies are great. Will use them often in the future. I go on Airbnb and book for properties with their more beautiful, breathable platform, then I type in the property in booking.com and book it there because they don't rip you off, like airbnb...... Unrelated: I F***ing hate airbnb.",4,0,en,Bookingstar2345
1480,Irene,unknown,2016-11-24T16:43:11.000Z,Great!,Love this website. Have just booked my discounted accommodation and have been using them for years with no hassle.,5,0,en,Bookingstar2345
1481,ELENA LUMINITA LUNGU,unknown,2016-11-15T11:06:39.000Z,Excellent staff and services,"They made me  another booking with more good rates, whitout suplementary payment from me, when my booking whose canceled for the owner,",5,0,en,Bookingstar2345
1482,Jane Bennett,unknown,2016-11-13T04:56:58.000Z,Very good and easy to use,"I've been very happy with using this firm.Their website is easy to use and makes searching and comparing hotels in Europe and elsewhere smooth.Particularly appreciate the 'free cancellation' as another site I formerly used charges a fee every single time you want to change anything, let  alone cancel a booking.  Even wanted to charge once when I just wanted to extend the booking! That was when I looked for a better alternative.I return often to this site, because it just works.",5,0,en,Bookingstar2345
1483,Nicklas Ahlbom,unknown,2016-11-12T15:21:16.957Z,Easy access easy booking :),"It was so easy to find a nice accommodation, the booking was done in less then 5 minutes :)",5,0,en,Bookingstar2345
1484,Lucy Hogan-Farnworth,unknown,2016-11-09T06:42:25.000Z,Easy booking process,Booked to stay in UK earlier this year.  Simple booking process.  Will use again.,4,0,en,Bookingstar2345
1485,Adilah,unknown,2016-10-30T09:51:31.662Z,5 star,Kady from Booking.com is a gem. She turned a potentially very bad day into a perfect day. Will keep coming back to booking.com because of her service!,5,0,en,Bookingstar2345
1486,iulia,unknown,2016-10-27T16:36:16.041Z,i realy recomand,"i book a room in athen by booking.com...because the hotel mystake and rent my room to another person, booking customer service stay with me 4 hours to phone and found me a better hotel(it was duble price) but because the hotel mystake...they pay me the new hotel...all people should call customer service bookig,com and they resolve your problemin the future i will always use booking.com",5,0,en,Bookingstar2345
1487,Steveb_online,unknown,2016-10-26T14:45:24.000Z,Good Prices but cancellation (during stay) not transparent,Price OK but changes to reservations (while at the hotel) not possible without large fees. More flexibility for changing check-out date required for business purposes.  Will not use again.,2,2,en,Bookingstar2345
1488,Felix,unknown,2016-10-24T16:03:50.000Z,The Soriano Boutique Rooms in Punta Cana is the Best.,This Place has provided me very special attention as I never had received anywhere else. I was in the room #301 from 10/15/16 to 10/19/16. The staff was helpful and respectful all of the time. I thanks God specially for Rosa Ortiz Martinez because she was tremendous help on getting us as if we were at home. We truly appreciate the service and kindness from the staff. We  recomended this place to everybody because it is phenomenal. Thank you so much. Att: Felix O.,5,0,en,Bookingstar2345
1489,Astrid,unknown,2016-10-21T14:24:41.000Z,Confusing webpages,"Booking.com is a fine site, but there is just too much information on each page, the page layout is confusing and there are different coloured text. it is confusing for the eyes.",3,0,en,Bookingstar2345
1490,Daniele Amato,unknown,2016-10-20T15:36:59.000Z,The Best Hotel Booking platform,Compliments and Thank You for Your great and useful Service.Best Wishes.,5,0,en,Bookingstar2345
